Index, Target, Period, P Error, Width1, D1 Error, Width2, D2 Error, Depth1, A1 Error, Depth2, A2 Error
590,TIC 305633328,2.5031833251953124,0.009999999999999787,0.19980170537862796,0.0004312416792799438,0.2063623675908971,0.00045234848907785036,0.46573524929773635,0.0003998215222716017,0.4289853030389504,0.0004036044647897739
592,TIC 199574208,1.2680619140625,0.010000000000000009,0.039546986630036654,0.00016702246004638953,0.04116545121213905,0.00017590023807489958,0.4776746113415233,0.0009298158809296605,0.45706268704274144,0.0009186637015867093
598,TIC 176854066,4.045296264648438,0.009999999999999787,0.08135043477771967,6.912075616132983e-05,0.08112818965958146,7.522217785211367e-05,0.3017858994762396,0.000124206937514097,0.28121526334600294,0.0001302662251998596
618,TIC 196740034,3.6543568359375,0.009999999999999787,0.07488094909809048,8.917078885500817e-05,0.07534288006216561,8.81265543184581e-05,0.3759606378019498,0.00021465098964241778,0.37277802484168965,0.00021448886863806822
622,TIC 445287089,1.2738755859375002,0.003131313131313096,0.1570341785602976,0.0003064993573393515,0.15830210022322277,0.0002816574937592978,0.3858576319381306,0.0003151763381899422,0.3606648953904971,0.0003090534937181908
680,TIC 417585921,10.766140747070313,0.009999999999999787,0.04386840621149141,0.001965171915115004,0.07353562825254045,0.002185879277719812,0.6462809830471887,0.008276116220657805,0.6730686151341454,0.013999984097817494
718,TIC 194303300,5.010755322265625,0.009999999999999787,0.03873944618936487,0.0015317013043457202,0.03813005373830833,0.0016335783895378337,0.3847441108811015,0.006747377662635849,0.37689310576217544,0.007360485557070639
726,TIC 26801525,3.896904858398437,0.009999999999999787,0.070006654537103,7.432144874166779e-05,0.06498451995403498,7.718787052033844e-05,0.49143820836019414,0.00021958189744302644,0.4920716001603401,0.0002465313713684267
753,TIC 315287999,1.750914501953125,0.010000000000000009,0.13319579751819816,0.0005260013022530564,0.12932754156490206,0.0005364641693939932,0.40849192035380133,0.000723964753384963,0.39521827214665667,0.0007422544681994388
756,TIC 434893323,2.729,0.009999999999999787,0.13790844099622537,0.00022003501309018995,0.1443926522714093,0.00023194182083490002,0.2997483142008797,0.00021751515472217932,0.30241057853914977,0.00022340166538307443
757,TIC 173521768,5.529067492675782,0.009999999999999787,0.07287232119770198,0.00018851093526488902,0.07143765332302589,0.00021799030418045737,0.6761532832293531,0.0008303225691971276,0.6732846430262439,0.0007472859648940985
