Index, Target, Period, P Error, Width1, D1 Error, Width2, D2 Error, Depth1, A1 Error, Depth2, A2 Error
0,TIC 364325969,0.41996923828125,0.0005050505050505083,0.29070037848565455,0.0021857832644537607,0.27138540965335956,0.002066588877575956,0.28061233116969836,0.001074414809623294,0.2521157062910091,0.0010458323034086864
1,TIC 140757590,0.41810715332031245,0.0005050505050505083,0.2909281380756159,0.002646996418117024,0.28901742670604547,0.0028440492178412454,0.23283781333385156,0.0011959402572732417,0.20414483388799232,0.0011938348300647782
2,TIC 177258700,0.6879832031250002,0.0017171717171716727,0.2791481869058685,0.0024819252630336078,0.29564072941154473,0.002888188706325255,0.2744248596213799,0.0012384315775763187,0.2404356788061735,0.0012018222174878875
3,TIC 349480507,3.1245338867187504,0.009999999999999787,0.08857294357282092,0.0003868823816055326,0.08867795197792111,0.0002636205980585618,0.38162898142038804,0.0005523259909619915,0.3810904282754966,0.0005099307773854545
4,TIC 33715938,2.876838641357422,0.009999999999999787,0.07213338252030575,0.0008532066042629377,0.07085537270798305,0.0005674318971936458,0.36487431504840123,0.0015830714023255083,0.34918054606941973,0.001420015467606757
5,TIC 149629043,2.18805341796875,0.0053535353535352215,0.07345155010456203,0.00015983542386241025,0.07382512722767731,0.00017431161742081596,0.38504562827391636,0.0004041961753100762,0.3649616724661908,0.0004217771423036765
6,TIC 294273900,0.47204609375000006,0.010000000000000009,0.2795437298131068,0.0031381020567336,0.27757878664554453,0.0023766925651968196,0.25398940161169686,0.0010764263924311075,0.23095580277800268,0.0010782488069655059
7,TIC 157175641,0.37009033203124997,0.010000000000000009,0.2814259255579906,0.0027410954227875804,0.28245436497573917,0.002158268714219819,0.3107456027526497,0.0011306036461748773,0.29489584585947626,0.0011521398817480745
8,TIC 382266319,0.34407978515625,0.000303030303030305,0.2938549051209726,0.002116533082016256,0.28059642528417894,0.0023819669065612025,0.34818307325248077,0.001312031365748948,0.31160172867711405,0.0013608946289638867
9,TIC 231093356,3.4700847167968747,0.009999999999999787,0.06185135936269008,5.23140860599001e-05,0.061624039062016245,5.158398488898036e-05,0.4115150028050999,0.0001604246774424514,0.3856860935329548,0.00015023099330607165
10,TIC 124205037,0.3329349609375,0.0007070707070707116,0.293129345239114,0.0020475750550865233,0.28615436696323177,0.002375646184133467,0.2834672004766838,0.0010478600471341307,0.25626336836167085,0.0010988387258261732
11,TIC 415873588,3.4917442382812496,0.009999999999999787,0.09315027144273966,5.488181132294444e-05,0.09318197050830213,5.6262969832624776e-05,0.4221693002131388,0.00011623458305198556,0.4156924287305202,0.00011745497258052648
12,TIC 348897766,0.442010791015625,0.0005050505050505083,0.2848624381769242,0.0017477528328618637,0.27699918176708993,0.002047315637407247,0.24177659196581908,0.000746013047980385,0.22462330207743295,0.000727995427731216
13,TIC 165458777,0.29291416015625,0.000303030303030305,0.3024445957956622,0.002876453940609836,0.29401507238290303,0.002550461033138591,0.32517455032751114,0.001435111479524509,0.315018556903091,0.0014833486100803398
14,TIC 425064757,0.5230159606933593,0.010000000000000009,0.05190720937964799,0.00041665005802356264,0.05209596452396427,0.00041536956954755193,0.3820181529639366,0.0017040117193508953,0.37833228860165763,0.001674528317449196
15,TIC 158713903,3.5925261718750003,0.009999999999999787,0.0943821296477673,0.0002901173645974632,0.09372306228580812,0.0003402857423593576,0.44771040157189473,0.0006105806970513836,0.439422276962912,0.000702002241339962
16,TIC 30034081,4.689770996093751,0.009999999999999787,0.05961409846614308,0.00018014201466035138,0.06024460121244907,0.00019688758446398687,0.4843749991671701,0.000664691237603864,0.473154093117759,0.0006837940172802283
17,TIC 158673914,0.373091064453125,0.000303030303030305,0.29445888400681364,0.0021325407260326616,0.28402128696778206,0.0025930217370584204,0.3656250370263722,0.0013053073258372776,0.3282866911243855,0.0013328184262905388
18,TIC 452734608,3.9921226318359375,0.009999999999999787,0.08155816102078317,0.0003435780065125293,0.08145638572591352,0.0003338027146972094,0.49291748192770907,0.0009114961471334908,0.5001983949206282,0.0009090591049329835
19,TIC 147214032,2.4879392578125,0.009999999999999787,0.08321102694898574,5.191651722338443e-05,0.08176639122353282,5.5868202302024045e-05,0.32004637286362986,9.589064378389176e-05,0.31572389338927265,0.00010554985642397934
20,TIC 350622185,1.1697135009765625,0.010000000000000009,0.14054430738794288,0.0013382862108141655,0.1345004227176103,0.0021309355909341437,0.3201425015006452,0.001560204714161422,0.3234669023805279,0.0018648228398077237
21,TIC 118313102,9.261643115234374,0.009999999999999787,0.03642864101139644,0.00013099049254864208,0.04444340986785428,0.00015521825878606247,0.48173566169148324,0.0007697247837830678,0.4689506972288473,0.000714148674949536
22,TIC 141914317,0.43687830734252936,0.0007070707070707116,0.2822641558194885,0.0058571704096607455,0.27841139175764595,0.003675585531555848,0.2585702148432207,0.001875541524454786,0.24758012282545971,0.0016211325639707871
23,TIC 141268467,4.181051037597657,0.009999999999999787,0.056808356809153596,6.347148637982566e-05,0.05572874919786752,6.609171566988505e-05,0.4969324537164644,0.00022174371086979862,0.46763964231174754,0.00023042570364511158
24,TIC 89787778,1.0821584960937498,0.010000000000000009,0.2765712116842973,0.001215710724686402,0.27121303019927556,0.0012482998427384873,0.511164538297666,0.0008631561090140609,0.5094613139691103,0.0008196557916183866
25,TIC 374859582,1.3049840698242186,0.0017171717171717837,0.14038808674309877,0.000156243559983651,0.14083396908405096,0.00015339343358551267,0.48343122395157523,0.0002286600009590515,0.474902165129298,0.0002222617163971162
26,TIC 312907176,1.51596298828125,0.002525252525252597,0.14410308749641104,0.0004477405644041778,0.14197915080092577,0.0004657181343196393,0.5787025275770066,0.0008734779846554566,0.5569249821746728,0.000887872290422415
27,TIC 405533713,0.2799931640625,0.010000000000000009,0.29759788705915036,0.0024008495331746373,0.2904418772036642,0.0026512972060839433,0.21570957662828516,0.000819372008740877,0.18105885700024554,0.0008063942722006185
28,TIC 418532689,0.38081396484374996,0.000303030303030305,0.24348498857949097,0.002511413350965787,0.2857297183767685,0.0036016665077656354,0.2647980185754669,0.0017175061191805068,0.26177343792675123,0.0016736685723325042
29,TIC 260541250,0.33598359375,0.00010101010101010166,0.28018178854331854,0.0020584984209309157,0.27065317373043357,0.0019143230916222492,0.2688387965440835,0.0010537399109302075,0.26013072397014037,0.0010280691699190133
30,TIC 75969405,9.221774853515626,0.009999999999999787,0.02294906962954115,0.0006550368481385461,0.022924570033574555,0.0006508457859572259,0.44079071757011934,0.005646516737534057,0.43993741236587386,0.005604522477494424
31,TIC 306272819,2.546,0.009999999999999787,0.07094497414817352,6.81877102254679e-05,0.06978544120049276,7.061830922438154e-05,0.40047251720528454,0.00017488355646684304,0.3879406022216968,0.00018372889207612537
32,TIC 290410988,0.28597207031250005,0.00010101010101010166,0.3013665205430093,0.002273213688244503,0.2761614672177114,0.002232147898918046,0.3677538831975335,0.001242049340512573,0.35120411814456626,0.0012956202115336666
33,TIC 90911675,3.962806494140625,0.009999999999999787,0.07958397119839267,0.00015963406146925625,0.07946327197034386,0.00017286478034150385,0.4871525194448719,0.0004574192657595207,0.4501325695179754,0.0004516909836958439
34,TIC 211215485,1.7010830566406248,0.010000000000000009,0.15826302465535186,0.0005788934283326145,0.16260124714737745,0.0006998190292719494,0.31289393709736196,0.0005415239568474859,0.29459494354275534,0.0005774838006276536
35,TIC 320173862,0.396053173828125,0.00010101010101010166,0.12200245671430154,0.0009137375710319821,0.12286974713465892,0.000926405728954559,0.35988498530177876,0.0013582440457551687,0.36235547240031984,0.0013756701170879947
36,TIC 121273032,3.4751696777343755,0.009999999999999787,0.060429029085383223,8.427649708597068e-05,0.06045005134054331,8.420574805345525e-05,0.3427396270812058,0.00023291942442394165,0.34114380923732607,0.00023197929180270726
37,TIC 120499528,0.36903603515625,0.000303030303030305,0.29448122841591373,0.0023543007571581475,0.2852916296334589,0.002409284815246424,0.3050182998381032,0.0011921804622133,0.29538869455322414,0.0012130038376508008
38,TIC 27843942,1.5219628417968751,0.0029292929292930037,0.07448728378736216,0.0001333986278854326,0.07631411102676329,0.00014077114600466957,0.3841810399901196,0.00031116260389338845,0.3639505372187419,0.0003134365764101903
39,TIC 272176884,0.835122314453125,0.0017171717171716727,0.29013122596678786,0.0017761539181976255,0.2881101106047078,0.0019329350830060192,0.330482373392703,0.0009304958278228675,0.2930710868770697,0.0009175431582005905
40,TIC 281948821,0.22405416412353518,0.00010101010101010166,0.13925813299440798,0.007300519895351794,0.1900980760712359,0.0045077668552745715,0.4948146182926998,0.00877569931067,0.5352148864166173,0.009070034530803244
41,TIC 266920154,4.708057470703125,0.009999999999999787,0.07069843226161232,4.2904036921538765e-05,0.06856536350507925,4.6821016278484126e-05,0.4078224715917631,0.00010935077248541038,0.3854901841085827,0.00012112922585957136
42,TIC 138971570,3.0039266601562504,0.009999999999999787,0.08360524548217406,5.7674260326531975e-05,0.08368423910209111,6.149373577043141e-05,0.42893367126931076,0.00013020200125063276,0.419415615715403,0.00013768425660083753
43,TIC 122375269,3.7836304687499998,0.009999999999999787,0.08743794626196064,0.00031407265962643863,0.08779772028963007,0.0002976528588309318,0.6268246070802138,0.0009339394271886327,0.627068481176981,0.0009257556160518504
44,TIC 263930790,1.1233290039062498,0.010000000000000009,0.22387594240094275,0.0012403015341242022,0.2230274836188063,0.00117124359771666,0.2782375710029085,0.0007849529210311537,0.25424798306871516,0.000701258605283851
45,TIC 274347939,9.705355407714844,0.009999999999999787,0.02327521226163865,0.00030613874331680065,0.02390667394665015,0.0003140389305599309,0.44595522921717534,0.0028011332096779334,0.44500092077250597,0.0027716212302612096
46,TIC 424719589,15.28272015991211,0.009999999999999787,0.010233630269850932,0.00013425160714131002,0.01027854730711861,0.0001900567343314427,0.38599099900330913,0.0022592112376243114,0.38754318058043635,0.0031916312438916837
47,TIC 270704947,5.319740234375001,0.009999999999999787,0.0536056828691086,0.000355625622590812,0.05309812184676317,0.0003516243090453243,0.41628062422362083,0.00139917172214601,0.41265885242530703,0.0013910998510359806
48,TIC 120684604,1.459857421875,0.010000000000000009,0.14334565789379086,0.0021767847027307527,0.13930225720716166,0.0022789047047321012,0.33339786238695485,0.002247709725519008,0.3140200023429954,0.0023402842219333807
49,TIC 243319567,0.4391018188476562,0.0005050505050505083,0.29351762969841944,0.0023309534106224364,0.28703003157951423,0.003136487038961753,0.34467889274069236,0.0012916039160587264,0.3399230043129667,0.0013171893155590956
50,TIC 427041696,4.00580439453125,0.009999999999999787,0.08407240093044756,0.00014825579709130135,0.0862488031735363,0.00017982956296582752,0.4652838931275067,0.0003409374526129013,0.4547160835321571,0.0004019633522902536
51,TIC 237130278,0.4130100830078125,0.010000000000000009,0.287115682608066,0.0031078380282949574,0.2837004208924714,0.003272933407818174,0.18194506839061478,0.0010596470267659696,0.15874646245755714,0.0010132226507782026
52,TIC 199420503,2.386,0.009999999999999787,0.10486791964956478,0.00014958280171880435,0.10626340958907082,0.00014440042059789303,0.3954783895027553,0.00025825488729675,0.36777903504954657,0.00022896861096407005
53,TIC 121213501,0.47401157226562507,0.0007070707070707116,0.28735010208524353,0.0028888015379842902,0.3385982067507829,0.0014514854842523368,0.2530538382524917,0.0013222670207937563,0.19701597303608637,0.0011866478412492078
54,TIC 158218818,0.4232375244140625,0.000303030303030305,0.3195998525802164,0.003982499969917053,0.298446028721175,0.003378851808661402,0.25479375808411703,0.001412297020747747,0.22522864748139995,0.0014607755332990873
2135,TIC 125298121,0.6129401367187499,0.0011111111111110628,0.2990028896351247,0.001738098633560234,0.2912437472541667,0.005333285010553454,0.2637407480376176,0.0007134743114011804,0.10862959074452727,0.0007150293952373143
2136,TIC 1102093577,0.268,0.010000000000000009,0.29475928295154896,0.003550807486458904,0.28759829622144784,0.006839566719880339,0.24265117488113605,0.0014270630334662982,0.20038125384638936,0.0017045612682568283
2137,TIC 446175401,0.364,0.010000000000000009,0.33508588740622214,0.00803174693402872,0.30813348574137334,0.006728654067000029,0.040095240788538836,0.00036860834164326514,0.018515056335130134,0.00023173417513568087
2138,TIC 359588615,5.066658105468749,0.009999999999999787,0.2544625475983591,0.022765350841955787,0.34475638266499997,0.041771827593875106,0.0012275150870612371,5.536250377692037e-05,0.0005591517658009556,3.7215266838333475e-05
2139,TIC 367448265,1.8659088867187499,0.010000000000000009,0.1058042070763506,0.0008691541580904146,0.10250646799593434,0.0009477409924060309,0.21206951261574208,0.0008369644469339367,0.1759509409045478,0.0007932048557514372
2140,TIC 316249183,8.073338232421873,0.009999999999999787,0.03729004713336413,0.0008391925939433392,0.22169098295882783,0.025598417625240316,0.055278681918833894,0.0006314265899134378,0.004544806501187931,0.0003015901309209092
2141,TIC 275860377,18.170781616210938,0.010000000000001563,0.11099049076201016,0.0032893124778172454,0.07992517220962198,0.00943759599356726,0.004103389686898396,6.0918927381255504e-05,0.006698322566150223,0.0002557813725752465
2142,TIC 86081744,4.337841137695312,0.009999999999999787,0.04359254121997097,0.0008945422387284936,0.08166719968442362,0.007228017257736959,0.012590219194950198,0.0001621505467418586,0.0030863885857062958,0.0001664368754982592
2143,TIC 82337809,5.872000000000001,0.009999999999999787,0.015140053755857457,0.0007319386019583172,0.014270559755987419,0.002760656525032167,0.008473466795370536,0.00022522251646390918,0.00284994280064548,0.0002695555827161832
2144,TIC 138476641,0.448021875,0.010000000000000009,0.2388100995049041,0.0008818865214305648,0.23508713216375984,0.002547086620416553,0.38379435875577883,0.0006345053856775112,0.12252572393333135,0.0006516011979747258
2145,TIC 279462605,4.79870283203125,0.009999999999999787,0.06552141833662736,0.0011271836923507157,0.3167277123471046,0.009194028929847296,0.018440203022546175,0.00015599851506190732,0.002921488095359281,5.1758730230125365e-05
2146,TIC 468293391,0.31784472656249996,0.010000000000000009,0.32730209502622715,0.003547847505080988,0.29519470127256486,0.004161062914085431,0.18555842589468213,0.0011502002991303864,0.14163666076226417,0.0012054322440778968
2147,TIC 53085065,2.9325726562499996,0.009999999999999787,0.16215723773003243,0.002326945119960484,0.2895917494602282,0.007658408845113951,0.11293543953393805,0.0007950773048647664,0.07519442114695442,0.0007570271177781011
2148,TIC 84342725,2.690017626953125,0.009999999999999787,0.2276096690067297,0.001316298500739306,0.21470817165323194,0.0016165038934589683,0.18374206949233762,0.000565237069633744,0.14790333380250023,0.000602769871356421
2149,TIC 313193981,20.0,0.010000000000001563,0.014408981379159577,0.0006232189656714901,0.03992476050750998,0.09325842436393895,0.003757853784300913,9.408969301377033e-05,-0.002283816959836517,0.00040282168658392777
2150,TIC 121966220,4.496978759765625,0.009999999999999787,0.08877028803988568,0.001668051174608939,0.07385922129911637,0.0025686909254410244,0.008254246594618719,0.00011279538775804524,0.0022441579121140445,7.399288369394574e-05
2151,TIC 268221892,2.6756080078125,0.009999999999999787,0.12210299904279033,0.01492878622868533,0.23852202986027093,0.13818632129158379,0.0004607398514234827,3.3108460137806664e-05,0.0003778421576323827,6.464572955972526e-05
2152,TIC 171084337,0.41091972656250003,0.010000000000000009,0.2928909157438103,0.004289818038893616,0.28882038634238577,0.004777354584891196,0.015235134440358985,0.00011305891095794443,0.014051392778074483,0.00011122571958862528
2153,TIC 310897084,0.8182396484375001,0.010000000000000009,0.1823953887789735,0.012311401311885075,0.14755096892297173,0.025022046821844036,0.0030871580261825887,7.212204528394829e-05,0.0006177649891677307,6.668554680210975e-05
2154,TIC 58108085,2.5708697265625,0.009999999999999787,0.10271496937745486,0.0005411732240979938,0.1002864950640037,0.0010494989219141842,0.11211311725307864,0.00029089870583456223,0.0817726343235372,0.0002970266094214595
2155,TIC 237116051,8.620789526367187,0.009999999999999787,0.012357947914458784,0.00040918142344570715,0.014663947389691442,0.00051595379603922,0.20082328457580859,0.002931361198800009,0.22650707052919403,0.004138201939490379
2156,TIC 87251422,10.078507861328124,0.009999999999999787,0.02366004229570319,0.0002400970964331453,0.02101830883486043,0.000186209969856665,0.45536883424441116,0.0020274381458782963,0.4469533915345657,0.002052230676645901
2157,TIC 470444880,1.5456225585937498,0.010000000000000009,0.17299307850926274,0.013832090418496881,0.2030632832091297,0.05005385603372427,0.050768651771951716,0.0021559050228911283,0.03334773754069864,0.001923539981641562
2158,TIC 367106469,1.4229652587890622,0.010000000000000009,0.08784385683787757,0.0002171714931066521,0.08801792398480625,0.00035285926332493116,0.4193191607995711,0.0004810982547293943,0.28454194315707443,0.0005479559324794036
2159,TIC 116853937,1.6861646484375,0.006363636363636349,0.09372526692316036,0.0004023585974144238,0.11832778189238152,0.0006893399137089904,0.4165552728508037,0.000912744994436183,0.24989503303933722,0.0007551948273798487
2160,TIC 105233028,9.069778564453125,0.009999999999999787,0.018501091037608643,0.00027082226339683753,0.018448348041513823,0.00023058887623202844,0.03865209097957117,0.0004370379057517929,0.05740179011322822,0.0005186868926788462
2161,TIC 252294709,7.859095935058594,0.009999999999999787,0.016801494691988238,0.00030774749241640055,0.0222050663360457,0.021322751985222047,0.014799801694374,0.00015476282368642703,0.0013539385550732316,0.00011380136809594458
2162,TIC 239022536,1.9310942871093748,0.010000000000000009,0.0833549336727452,0.0002943428499957146,0.08427920469328709,0.0003293967074025892,0.11036955953779617,0.00019075558181058463,0.09453162173328654,0.00017970029871005808
2163,TIC 274602479,3.954,0.009999999999999787,0.05305450874124504,0.0001034735371611066,0.05277802801954355,0.00018688767108722464,0.3970029519425336,0.00037891621817710163,0.20438091379129164,0.0003933840064824147
2164,TIC 275911914,0.7710564697265626,0.010000000000000009,0.0613742974413668,0.0006142857599990895,0.05517922926780558,0.0006695832757137195,0.18246921883368677,0.0009639078236894941,0.1440280783659386,0.0009646214886981024
2165,TIC 417728778,8.576544921875001,0.009999999999999787,0.0624066969045842,0.0027163771664962255,0.018965535800932676,0.0005132118830831538,0.37960302583729,0.0064844435750885865,0.291261439063069,0.008586433317086197
2166,TIC 104975120,1.1199453125,0.010000000000000009,0.10316732459031955,0.00038267247640867013,0.2952550905354713,0.013696567891551423,0.05201144767616762,0.00014586903296572194,0.0072461341579265195,0.00015233000762266885
2167,TIC 722865779,15.500148504638673,0.009999999999999787,0.02123643835472628,10.510435377782725,0.009286306524356941,0.004047406384286078,0.8255114613907236,0.11696434265590189,-0.04582104570696761,0.030371176869208354
2168,TIC 317681251,11.577178710937499,0.009999999999999787,0.019309700718299627,0.0004682097761483895,0.019757678868077007,0.002262934941637627,0.03325506684036293,0.00044545751066125147,0.0021756130468481554,0.0002838692115477281
2169,TIC 356641568,6.258000000000001,0.009999999999999787,0.023573417560278774,8.34621387569785e-05,0.1660156619534964,0.03695256664682563,0.13094701169202566,0.0003061670242858932,0.0012637941159927236,0.00010384476066484256
2170,TIC 406681360,4.9032217773437505,0.009999999999999787,0.040235459303216606,0.00019121181028281399,0.33924005035310434,0.019899266161082313,0.017731891101946562,6.902299067360973e-05,-0.0006064666219749399,3.527662410179447e-05
2171,TIC 265767012,1.7404248046875,0.010000000000000009,0.13190364569367216,0.0010909424794183756,0.11790332475276566,0.0016835046338570267,0.3620015061025816,0.0010181227074992577,0.1538403036528316,0.0012606485186110812
2172,TIC 408937625,4.074298388671875,0.009999999999999787,0.1811332476451924,0.0015049418878672444,0.2014737692770286,0.003097050669881191,0.33283020062739654,0.0012000027665992209,0.1646067212026409,0.0011691026724743928
2173,TIC 407515765,2.4409404052734374,0.009999999999999787,0.03307239497584054,0.0013095479318847728,0.033345206260587845,0.001168932530803674,0.033382097538888385,0.0007110419133687137,0.033519212216748584,0.0006596115311424824
2174,TIC 369334982,13.943170202636718,0.009999999999999787,0.016251351834322705,0.0010919902936366236,0.01570528098779545,0.0013764667424944223,0.010979228511130444,0.0003575437914098238,0.007897658250217925,0.000423987278412128
2175,TIC 322549898,1.7949123535156248,0.010000000000000009,0.07524079806630221,0.00012867249442387736,0.07572243417305485,0.00012996969512536218,0.3539410259099615,0.00028180814882415985,0.34445076081939563,0.0002823209049648558
2176,TIC 266394699,5.775070495605469,0.009999999999999787,0.05378075129993362,0.0001181485669929382,0.05339606903493074,0.00011369143281698027,0.05759760459712537,6.787966546265397e-05,0.0552443238704281,6.0890496482993994e-05
2177,TIC 103452621,11.521789025878906,0.009999999999999787,0.014612183999787136,0.0005963256868459865,0.012993557894118598,0.015903003961504965,0.012515306834773506,0.00026312230216924803,0.0013531966490139742,0.00039038360870173784
2178,TIC 265579763,2.3329109375,0.009999999999999787,0.09717474978051728,0.004162513408957563,0.11274570892834042,0.00509952782268144,0.027211653851015684,0.000661359237341743,0.02848074826106012,0.0006571051608550016
2179,TIC 270526513,19.905,0.010000000000001563,0.057161063543655646,0.0011357223089740907,0.09700472469360691,0.006577502078464875,0.0036059189817580087,2.280933992825574e-05,-0.000789310678104601,2.5286569540122314e-05
2180,TIC 103566595,4.19377099609375,0.009999999999999787,0.38549618097897,0.01823566800800927,0.26573448029622476,0.011169116955787496,0.007310787421611443,8.201761374645425e-05,0.0022746431399853963,5.5939900995109515e-05
2181,TIC 140736015,4.3870000000000005,0.009999999999999787,0.050099073019533424,0.0049276840071609184,0.16826969864382893,0.035192068680734365,0.008657673344547076,0.0003576546367316482,-0.0011503347394305474,0.0001176788427719972
2182,TIC 267703012,1.3341302734374998,0.010000000000000009,0.37272898279972155,0.004286908695077299,0.22864369079590025,0.01088371890815725,0.01782931687885614,9.656068574342188e-05,0.004013043099288528,0.00011728215242878774
2183,TIC 59739922,0.8311623046875001,0.010000000000000009,0.07216670289014038,0.002708340907802436,0.23774761947310655,0.04646404291001756,0.0010051145422089113,2.025278164365327e-05,-0.00013793290004129793,9.782691791964992e-06
