Index Target Period Width1 Width2 Depth1 Depth2
158 TIC 468162834 2.6180639160156245 0.3270999083596634 0.00010042351170912989 0.007657607229611453 3.9933544578919684e-05
159 TIC 142105466 0.43308457031250003 0.41474577879418634 0.441251975761476 0.20465435417616273 0.1916685594639826
160 TIC 141127435 3.2248425292968754 0.3536633540108422 0.45451855384966416 0.010580697949612472 0.007010852720545739
161 TIC 57652994 4.284979418945313 0.0638664630803844 0.11812844147045226 0.0336125189819536 0.0050696608397403035
162 TIC 266845051 1.4717182617187499 0.39683596303088964 0.3812203338573982 0.008656231058910353 0.007546160725577336
163 TIC 462267926 9.114111254882811 0.0780117230954804 0.04495543023760376 0.12652573005247558 0.047304008779111034
164 TIC 55524055 5.299 0.020856448839146197 0.02050069907643348 0.2088642339510194 0.20118907228445582
165 TIC 307433122 14.415175964355468 0.013145962191072127 0.011454635675134913 0.13042033474801917 0.21836339629237858
166 TIC 452500843 18.30030302734375 0.42625498979200127 0.3057151521885333 0.025736266763589415 0.02555934106379628
167 TIC 349790953 15.267465911865234 0.008966958160761563 0.007776640160022441 0.02357943146585146 0.003940088565903454
168 TIC 150442264 2.98214560546875 0.44179101750797606 0.4043693342414759 0.030869851105443467 0.017871718402655088
169 TIC 32449963 8.087716345214844 0.019424045976660104 0.017231580867647416 0.16355550822168452 0.11141004385968453
170 TIC 92902951 2.2476158203124994 0.17359808072062016 0.15771909589704058 0.8116661342255344 0.17811290325532453
171 TIC 467167691 0.359140234375 0.4999999992805688 0.2904923732982383 0.08427925123456925 0.0688367655594358
172 TIC 415873588 3.4917442382812496 0.09319136824920748 0.09322545498404278 0.4230882832419893 0.41663660304839034
173 TIC 288027491 10.17586944580078 0.037326863659001924 0.013254934909766706 0.09638213286808206 0.0014619051115622138
174 TIC 141685465 7.805666931152344 0.028592701185522887 0.030254246275724657 0.23005206807837825 0.058426678661997564
175 TIC 178859380 0.331 0.4421500050464664 0.49999968487247015 0.47931913074261245 0.5543022781074753
176 TIC 29777922 0.53094814453125 0.3616674201807569 0.3594564588754252 0.20851510901592463 0.14848138119065263
177 TIC 55404385 2.952 0.04845996658957746 0.04842745590487287 0.10318803276961536 0.03204459323154352
178 TIC 124282575 4.809234814453125 0.048871930179068046 0.0505431827842421 0.45397783627943133 0.39018179568290334
179 TIC 303441920 0.9179103515625 0.49999999873269696 0.46765764655575476 0.013193537729142245 0.009639834669637713
180 TIC 163648025 1.72991552734375 0.23011387876430733 0.49999459371603083 0.560640836752909 8.374622130825475e-10
181 TIC 355152971 6.728119506835938 0.08607346299578483 0.06783925268939026 0.11006801760594709 0.34383546806666854
182 TIC 271596290 2.5627505859374997 0.1023881831610157 0.10363884635356309 0.10868591677221252 0.1080767728691382
183 TIC 459809633 1.0190995117187498 0.21551420676878708 0.22575025190589545 0.061754179640912205 0.0594861160691095
184 TIC 308184924 8.257697583007811 0.02583306202289254 0.025845978368380998 0.2653593738237051 0.26710019067534796
185 TIC 167654878 0.4949033203125 0.3885161165765483 0.34850559731792397 0.03671464899170875 0.033035045516337194
186 TIC 1630690 0.41383828125 0.3743700448311657 0.3871278142172468 0.10161563309762664 0.10011551702923731
187 TIC 437322147 3.5390864013671877 0.03660574397273383 0.019594856578857386 0.05079693104423699 0.005588393121504
188 TIC 124095230 8.913891186523436 0.027725172549640457 0.022461749578703203 0.01635125738706325 0.013465396424050077
189 TIC 452631268 15.368 0.008791303517197018 0.00010000000184758786 0.15915192125388394 0.003672363514480366
190 TIC 370101325 0.50885087890625 0.3036291176706793 0.4313823766113991 0.10338070350322699 0.09459167744262971
191 TIC 350480660 4.4639455078125 0.035348356248650944 0.00010000964259250476 0.02703488510583759 0.004683020571979828
192 TIC 300871545 7.219674096679688 0.020023059946056757 0.029196673538626525 0.023182974658706938 1.8386117795882168e-12
193 TIC 219699532 1.081 0.15863521382868062 0.21060562366815103 0.08179465371581865 0.0440729712412989
194 TIC 309658221 7.594907287597657 0.03172442944782641 0.03448290654147075 0.029506962058165963 0.021111347714273154
195 TIC 167692429 10.259062615966798 0.017783561550828882 0.34746916421114593 0.023775415967950124 0.0007350379295861365
196 TIC 459293335 1.209763671875 0.23751347810638127 0.23062311487318748 0.001790533374701652 0.00033489536895148334
197 TIC 458859364 2.3000561523437497 0.160929200301062 0.15815235680541112 0.1729201465771509 0.14192443445607242
198 TIC 462785373 2.3682358398437495 0.4999999848043583 0.4999999722553966 0.013855582506240182 0.008776619423500717
199 TIC 446832107 6.1962435302734375 0.025952276441170135 0.498479625559964 0.14499335538301203 0.015849876998418104
200 TIC 433277449 2.5429379150390625 0.003877946511913477 0.0018022158070955434 0.08907764104762397 0.028662354299936146
201 TIC 298700310 0.713 0.42349721437892 0.4301805924816292 0.014455666266342574 0.009898006741392408
202 TIC 279089927 1.9067206542968749 0.2872942358797763 0.30028607058438195 0.18997355857856868 0.16867859979045863
203 TIC 382517745 12.928341302490235 0.010160977375952293 0.015608393518769099 0.12218202133874842 0.0026989468780623726
204 TIC 453097744 1.057051611328125 0.4141472092265638 0.40084886628027067 0.34416878129375594 0.25678295922002503
205 TIC 402447670 4.341595349121095 0.47100863632607015 0.40598874462497636 0.03986522847919881 0.0227408025327566
206 TIC 458474559 4.16976336669922 0.05813837524741616 0.092436649452448 0.004194066189875299 7.775829087040406e-11
207 TIC 348897766 0.442 0.3660746927236762 0.3586761296474641 0.35042573141790245 0.3316029558109762
208 TIC 140659980 9.4399423828125 0.017891187565216342 0.023421891795639537 0.05972928162375734 0.03651382068928941
209 TIC 23328912 2.563749609375 0.34104231598712875 0.36529258174793017 0.008728938882509493 0.004357250832360453
210 TIC 165458777 0.2929213134765625 0.36534509141011495 0.36353241205211206 0.4315078516926707 0.422343113341783
211 TIC 29778064 0.49416884765624997 0.3062877051531713 0.4999999671494596 0.23533589340969735 0.07376917883459197
212 TIC 410654298 2.0380122070312505 0.20638679223399592 0.16156478568598942 0.0036189201515785816 2.3594160178454204e-06
213 TIC 349308842 7.1643498046875 0.02364588111086051 0.023620282938922973 0.03355021461615046 0.0336383602145126
214 TIC 303811839 6.92091551513672 0.015115536354216341 0.04745186186988177 0.020017751497439604 0.0007078333931799541
215 TIC 219912046 1.7799130859374999 0.07967749372409148 0.31073461736613806 0.059489073647914364 0.006480029603531156
216 TIC 302995864 1.28112509765625 0.18075565186368375 0.2884826995088709 0.10303975185847064 0.10747976401797285
217 TIC 5868998 1.271 0.04483949673610857 0.04513574068928674 0.0495815586689794 0.050383768254156566
218 TIC 370101492 1.6338803222656249 0.39189207390853 0.3121410807606504 0.2779114160160559 0.14276337142148218
219 TIC 422327572 0.40991992187500004 0.373992379380631 0.3639707434169341 0.2750196035485598 0.25961914697288124
220 TIC 97908039 5.205171093750001 0.21629735753778673 0.32287248431872906 0.018872762395581853 0.015447247201541798
221 TIC 341193555 19.99932861328125 0.010082006949884193 0.0010218404605634344 0.09527302721291925 0.009532641545070573
222 TIC 260536927 11.459139880371094 0.012814038551119792 0.013710308220812244 0.013221750836827357 0.01349331161484129
223 TIC 317642317 1.388642578125 0.30845715685097247 0.29534900706353445 0.41337522157547923 0.3352951553667643
