Index, Target, Period, P Error, Width1, D1 Error, Width2, D2 Error, Depth1, A1 Error, Depth2, A2 Error
1067,TIC 158218818,0.4232375244140625,0.000303030303030305,0.3195998525802164,0.003982499969917053,0.298446028721175,0.003378851808661402,0.25479375808411703,0.001412297020747747,0.22522864748139995,0.0014607755332990873
2156,TIC 87251422,10.078507861328124,0.009999999999999787,0.02366004229570319,0.0002400970964331453,0.02101830883486043,0.000186209969856665,0.45536883424441116,0.0020274381458782963,0.4469533915345657,0.002052230676645901
2175,TIC 322549898,1.7949123535156248,0.010000000000000009,0.07524079806630221,0.00012867249442387736,0.07572243417305485,0.00012996969512536218,0.3539410259099615,0.00028180814882415985,0.34445076081939563,0.0002823209049648558
2192,TIC 306059878,11.808765252685546,0.009999999999999787,0.03351262053826358,0.00013328765805357317,0.05186440032868524,0.00012591085244552882,0.3400763441674377,0.0006177921803620103,0.30958456958080804,0.00038046995798732985
2218,TIC 239052494,7.702470092773439,0.009999999999999787,0.04242384261388843,0.0007785423862844965,0.039887015005665466,0.0007714692572190217,0.31242456854232026,0.0035724420956189896,0.29176413911654336,0.0035445377934465736
2253,TIC 297899564,7.969778222656251,0.009999999999999787,0.022087979851400555,1.912310943874927e-05,0.05575432921252617,3.703659510411581e-05,0.46050822664131447,0.0003834424320449113,0.44615881596184576,0.00035332829414840233
2268,TIC 320947341,2.0669999999999997,0.009999999999999787,0.07218561739824364,9.768511689952974e-05,0.07118808193101975,0.00011374005202536219,0.4437229172161032,0.00026122582529618395,0.41738127575920675,0.00029487146440282207
2272,TIC 418244848,8.642210986328124,0.009999999999999787,0.027233013230192595,0.0007342945413631195,0.027140810259455698,0.000896412245373787,0.3400611450555904,0.0044461240729613645,0.3336508057731486,0.005340692434638997
2285,TIC 67296459,0.6421175537109375,0.0007070707070706561,0.12857269925479886,0.0025051322434161815,0.12883812760349495,0.002464816800575686,0.3547637149229108,0.003120956138709228,0.34427528966016796,0.003071635699025535
2297,TIC 742037143,0.37489013671875004,0.00010101010101010166,0.2841410705967815,0.03328726175774907,0.31531380003575715,0.024913444266164056,0.3687997617991089,0.010635856587834424,0.37664278231380627,0.010603943385011723
2330,TIC 302908037,0.40495056152343756,0.00010101010101010166,0.10883677633223869,0.001031527983284476,0.10863921057446249,0.0010224298773980265,0.4085247123149394,0.0019788746366830082,0.4019417129263067,0.0019426200744071234
2370,TIC 240154683,4.034984863281251,0.009999999999999787,0.08958590099899447,0.00026683514219963205,0.08828029902906084,0.00025012878980462216,0.36235837125005604,0.0005212593891767037,0.33968011823335864,0.0004805094642122523
2374,TIC 240122720,0.5389342041015626,0.00010101010101015717,0.12693558519678977,0.0013873715295716082,0.12640680083572803,0.0013896734267981362,0.6626927384130142,0.0032172624566273794,0.6690791620613837,0.0032415221339973325
2376,TIC 71266846,0.2670184098243714,0.00010101010101010166,0.14968168888218442,0.0036583452453960857,0.17057667055193942,0.007489851811419719,0.43342551067815577,0.006002167007906922,0.42395154499485427,0.00740161448910481
2399,TIC 312865025,2.734200244140625,0.009999999999999787,0.11935656795469654,0.0001766748515489878,0.11773483532841005,0.00016874115931923313,0.39279449467106303,0.00026510229829817893,0.38708366570131586,0.00025397010843586284
2478,TIC 233635280,1.3741341796874997,0.010000000000000009,0.12322142129552935,0.0003633960489062384,0.12149798601321597,0.0005009338392191225,0.4924717944667858,0.0005954950480136588,0.4674148898638706,0.0005980026180178834
2491,TIC 315120782,0.9339429931640626,0.0009090909090908594,0.07057119001906173,0.00020156201517115079,0.07495128314156946,0.00021928300504845668,0.39929401109252305,0.000548544798443021,0.38596292467417886,0.0005419783033242641
2506,TIC 286310830,8.391721124267576,0.009999999999999787,0.06003286455086343,0.00017245795024356078,0.0770393960257474,0.00029516545730321885,0.4116087048208792,0.0005823091467100267,0.40585674511887254,0.0008670217109010323
